startup_name,industry,funding,founder_experience,employees,location,age,revenue,success
Startup_15097,Health,NaN,19.0,274.0,India,1.0,507130.0,0
Startup_15098,AI,NaN,7.0,,Germany,,171475.0,0
Startup_15099,Fintech,1473375,12.0,,Germany,2.0,,0
Startup_15100,CleanTech,abc,,188.0,Germany,,,0
Startup_15101,Edtech,abc,,,Germany,,559735.0,0
Startup_15102,Health,abc,16.0,,India,,,1
Startup_15103,Edtech,NaN,,,UK,,59401.0,0
Startup_15104,Fintech,abc,,,USA,7.0,,1
Startup_15105,Ecommerce,NaN,1.0,451.0,Germany,,,0
Startup_15106,Ecommerce,abc,10.0,,Germany,,321931.0,1
Startup_15107,Edtech,abc,13.0,248.0,,,594401.0,1
Startup_15108,Health,NaN,17.0,,,10.0,,0
Startup_15109,CleanTech,53919,,311.0,Germany,11.0,428197.0,1
Startup_15110,AI,,,,Canada,,,1
Startup_15111,Health,NaN,16.0,187.0,Germany,,780066.0,1
Startup_15112,Ecommerce,,15.0,290.0,India,12.0,483144.0,0
Startup_15113,Ecommerce,NaN,,,USA,,94254.0,0
Startup_15114,Edtech,,17.0,,UK,12.0,,0
Startup_15115,Health,NaN,,,,3.0,843868.0,1
Startup_15116,CleanTech,,3.0,,India,,,1
Startup_15117,Health,NaN,,,,12.0,785034.0,1
Startup_15118,CleanTech,,,,,,,1
Startup_15119,Health,NaN,19.0,104.0,,12.0,,0
Startup_15120,Health,,1.0,360.0,USA,,26550.0,1
Startup_15121,Fintech,NaN,,,,,904681.0,0
Startup_15122,Fintech,abc,6.0,227.0,USA,3.0,384105.0,0
Startup_15123,Fintech,,2.0,497.0,UK,7.0,908892.0,0
Startup_15124,Ecommerce,NaN,14.0,,USA,2.0,832557.0,1
Startup_15125,Ecommerce,193542,,151.0,,8.0,,0
Startup_15126,Fintech,,2.0,385.0,USA,,,1
Startup_15127,AI,1752967,,,Canada,9.0,118474.0,0
Startup_15128,Health,NaN,,460.0,USA,,,0
Startup_15129,CleanTech,,,,,,,0
Startup_15130,CleanTech,abc,5.0,445.0,UK,,,0
Startup_15131,AI,1840059,,430.0,,,965586.0,1
Startup_15132,CleanTech,NaN,10.0,,India,1.0,,0
Startup_15133,Health,,,112.0,UK,,91047.0,0
Startup_15134,CleanTech,,15.0,,USA,,715521.0,1
Startup_15135,CleanTech,,4.0,267.0,India,5.0,831672.0,1
Startup_15136,CleanTech,abc,6.0,,India,,,1
Startup_15137,AI,,,,Germany,,483148.0,0
Startup_15138,Ecommerce,,,,USA,3.0,,1
Startup_15139,Ecommerce,911206,,70.0,Germany,11.0,559056.0,0
Startup_15140,Health,NaN,,480.0,USA,,,0
Startup_15141,Health,NaN,,38.0,Canada,13.0,,1
Startup_15142,CleanTech,abc,,85.0,India,2.0,221424.0,0
Startup_15143,AI,abc,8.0,,USA,,682565.0,0
Startup_15144,Edtech,,,,Canada,13.0,759751.0,0
Startup_15145,CleanTech,abc,3.0,,India,12.0,,1
Startup_15146,Health,abc,,436.0,,,925054.0,1
Startup_15147,Ecommerce,NaN,,328.0,USA,,138020.0,1
Startup_15148,Ecommerce,1038378,,,Canada,5.0,,0
Startup_15149,CleanTech,abc,,,India,,,1
Startup_15150,CleanTech,,,,Canada,,260192.0,0
Startup_15151,CleanTech,,,,USA,12.0,54620.0,1
Startup_15152,Ecommerce,abc,,,,,27788.0,0
Startup_15153,Ecommerce,abc,,17.0,UK,9.0,,1
Startup_15154,Ecommerce,abc,,96.0,India,14.0,948439.0,0
Startup_15155,Ecommerce,NaN,,280.0,Canada,,510258.0,0
Startup_15156,Fintech,1759892,,277.0,India,,,0
Startup_15157,CleanTech,NaN,,74.0,USA,,,1
Startup_15158,Fintech,,,483.0,USA,2.0,753603.0,0
Startup_15159,Health,,,,Canada,,,1
Startup_15160,Edtech,NaN,,,Canada,11.0,,1
Startup_15161,CleanTech,abc,,,Germany,,,1
Startup_15162,CleanTech,NaN,,,Germany,14.0,,1
Startup_15163,Ecommerce,,4.0,408.0,,,532982.0,0
Startup_15164,Health,abc,14.0,484.0,Canada,,643716.0,0
Startup_15165,CleanTech,abc,5.0,92.0,Germany,,406446.0,0
Startup_15166,Health,1290365,14.0,,UK,4.0,785624.0,0
Startup_15167,Edtech,,,,,,,0
Startup_15168,Health,abc,,,USA,,,1
Startup_15169,Fintech,abc,,,India,,282827.0,0
Startup_15170,Fintech,NaN,16.0,,USA,,,1
Startup_15171,Edtech,,,,Canada,6.0,,0
Startup_15172,CleanTech,,,44.0,,4.0,618249.0,1
Startup_15173,Edtech,,13.0,215.0,Canada,14.0,76686.0,0
Startup_15174,Edtech,NaN,,464.0,Canada,,211991.0,1
Startup_15175,CleanTech,abc,,,USA,5.0,,1
Startup_15176,Ecommerce,abc,,355.0,Canada,6.0,,1
Startup_15177,AI,NaN,6.0,207.0,India,,196813.0,1
Startup_15178,Fintech,abc,,,India,9.0,182879.0,0
Startup_15179,Fintech,1638830,3.0,,UK,13.0,,1
Startup_15180,Edtech,1342121,5.0,420.0,,4.0,95111.0,0
Startup_15181,Fintech,96210,,,UK,3.0,,1
Startup_15182,Edtech,NaN,4.0,494.0,UK,,,0
Startup_15183,Ecommerce,abc,12.0,79.0,Germany,,535357.0,1
Startup_15184,AI,,,258.0,USA,6.0,718784.0,0
Startup_15185,AI,abc,,473.0,Germany,,,0
Startup_15186,Edtech,NaN,,146.0,,1.0,696208.0,0
Startup_15187,Edtech,,13.0,209.0,Canada,11.0,144255.0,1
Startup_15188,AI,,17.0,,UK,,,0
Startup_15189,Edtech,NaN,2.0,,UK,11.0,,1
Startup_15190,CleanTech,,,434.0,,,516402.0,1
Startup_15191,Edtech,,16.0,,Canada,2.0,845982.0,0
Startup_15192,CleanTech,NaN,11.0,,UK,11.0,82953.0,0
Startup_15193,Edtech,265837,14.0,178.0,India,,821823.0,1
Startup_15194,Ecommerce,NaN,4.0,,,11.0,,0
Startup_15195,AI,144837,11.0,,UK,,,1
Startup_15196,CleanTech,1220522,6.0,,USA,,117768.0,0
Startup_15197,Ecommerce,,3.0,,UK,,,0
Startup_15198,Fintech,,,178.0,India,,76746.0,0
Startup_15199,CleanTech,abc,9.0,47.0,USA,6.0,254840.0,0
Startup_15200,Health,abc,13.0,246.0,Germany,,36950.0,0
Startup_15201,Edtech,NaN,11.0,,UK,,797345.0,0
Startup_15202,Fintech,abc,2.0,53.0,UK,13.0,810358.0,1
Startup_15203,Fintech,,5.0,446.0,USA,13.0,,1
Startup_15204,Fintech,abc,,,India,,,0
Startup_15205,AI,abc,,188.0,,,,1
Startup_15206,CleanTech,abc,,,UK,,578876.0,1
Startup_15207,Health,74290,9.0,90.0,USA,,925511.0,0
Startup_15208,Ecommerce,164115,,,Canada,12.0,,0
Startup_15209,Edtech,abc,,,,7.0,,1
Startup_15210,Health,,,100.0,UK,,460461.0,1
Startup_15211,Edtech,705951,,244.0,USA,,,1
Startup_15212,AI,,12.0,,India,,380569.0,1
Startup_15213,Fintech,164503,9.0,233.0,Canada,,,0
Startup_15214,Edtech,1860335,5.0,,Germany,,103996.0,0
Startup_15215,Ecommerce,NaN,,105.0,Canada,,,0
Startup_15216,Fintech,NaN,,,USA,9.0,,1
Startup_15217,Health,366112,8.0,,,7.0,636352.0,0
Startup_15218,Fintech,NaN,,,,,433466.0,0
Startup_15219,AI,abc,2.0,483.0,Canada,,608929.0,0
Startup_15220,Fintech,1723517,7.0,,Germany,11.0,,0
Startup_15221,Health,NaN,,,India,5.0,408528.0,1
Startup_15222,Health,834974,16.0,13.0,,5.0,70612.0,0
Startup_15223,Health,,19.0,380.0,Canada,,,1
Startup_15224,Ecommerce,abc,5.0,,UK,7.0,,0
Startup_15225,Edtech,83049,1.0,261.0,Canada,13.0,771829.0,1
Startup_15226,Ecommerce,,,,India,12.0,157348.0,1
Startup_15227,AI,,17.0,,Canada,6.0,322675.0,1
Startup_15228,AI,NaN,,,USA,13.0,,1
Startup_15229,Edtech,abc,3.0,253.0,USA,11.0,,0
Startup_15230,AI,1498499,,413.0,USA,14.0,,1
Startup_15231,Ecommerce,783492,,19.0,USA,7.0,,1
Startup_15232,Health,NaN,,433.0,Germany,,594538.0,0
Startup_15233,Edtech,abc,,25.0,Canada,,216805.0,1
Startup_15234,CleanTech,abc,,133.0,,,,1
Startup_15235,CleanTech,NaN,1.0,363.0,Canada,14.0,,1
Startup_15236,CleanTech,929000,,,UK,,706706.0,0
Startup_15237,Edtech,1295029,,68.0,UK,,283128.0,0
Startup_15238,Ecommerce,345707,,227.0,Canada,10.0,150257.0,1
Startup_15239,Ecommerce,,18.0,,UK,,974729.0,0
Startup_15240,Ecommerce,abc,16.0,189.0,USA,9.0,291773.0,1
Startup_15241,Health,632033,,220.0,Canada,14.0,563826.0,0
Startup_15242,AI,,2.0,399.0,USA,,545383.0,0
Startup_15243,Health,abc,,369.0,UK,8.0,,0
Startup_15244,Ecommerce,abc,1.0,386.0,USA,2.0,780940.0,1
Startup_15245,AI,abc,,,Germany,14.0,,1
Startup_15246,Fintech,1909829,,,UK,1.0,,0
Startup_15247,Fintech,101754,,52.0,Canada,10.0,805097.0,1
Startup_15248,Fintech,NaN,,,Germany,,,0
Startup_15249,Health,559384,13.0,281.0,UK,7.0,,1
Startup_15250,Ecommerce,954043,2.0,391.0,Canada,,997172.0,0
Startup_15251,Health,,,,,,96524.0,0
Startup_15252,Edtech,abc,6.0,147.0,Germany,,938480.0,0
Startup_15253,Fintech,1115709,4.0,417.0,,,303327.0,1
Startup_15254,Health,155759,8.0,,USA,,509680.0,1
Startup_15255,Edtech,773924,14.0,29.0,USA,,,1
Startup_15256,Ecommerce,abc,1.0,,Canada,,,0
Startup_15257,Ecommerce,abc,,443.0,UK,,298842.0,1
Startup_15258,Health,,5.0,84.0,USA,,444851.0,1
Startup_15259,Edtech,377259,,,UK,,,0
Startup_15260,CleanTech,abc,,,Canada,6.0,667003.0,1
Startup_15261,Fintech,abc,,415.0,UK,7.0,,1
Startup_15262,AI,,2.0,,Canada,4.0,432870.0,0
Startup_15263,CleanTech,,6.0,230.0,USA,,,1
Startup_15264,Edtech,NaN,2.0,358.0,UK,13.0,,1
Startup_15265,Fintech,abc,6.0,409.0,,12.0,290288.0,0
Startup_15266,Health,,1.0,,Germany,,,1
Startup_15267,AI,abc,13.0,446.0,India,,,0
Startup_15268,AI,1042849,,15.0,UK,6.0,,0
Startup_15269,CleanTech,abc,,,India,1.0,64122.0,0
Startup_15270,Health,abc,12.0,,Canada,12.0,,0
Startup_15271,Health,NaN,,153.0,Canada,,,1
Startup_15272,Fintech,,8.0,,Germany,6.0,393438.0,1
Startup_15273,Fintech,abc,,44.0,Germany,,,1
Startup_15274,Ecommerce,NaN,8.0,,USA,11.0,,0
Startup_15275,CleanTech,92582,13.0,,UK,,423150.0,0
Startup_15276,Health,1214574,,,India,,168492.0,1
Startup_15277,Edtech,,4.0,,UK,,337454.0,0
Startup_15278,AI,,,377.0,USA,,,0
Startup_15279,Health,abc,,9.0,USA,,383028.0,1
Startup_15280,AI,abc,19.0,48.0,UK,12.0,,0
Startup_15281,Health,1872004,2.0,,USA,9.0,,0
Startup_15282,CleanTech,,2.0,98.0,Germany,1.0,,0
Startup_15283,AI,,,191.0,Canada,4.0,571928.0,0
Startup_15284,Edtech,NaN,,,India,10.0,,0
Startup_15285,Health,1279788,,,USA,,804795.0,1
Startup_15286,Ecommerce,,12.0,,USA,2.0,,0
Startup_15287,Edtech,NaN,10.0,,India,10.0,29282.0,1
Startup_15288,AI,,14.0,,Germany,8.0,,1
Startup_15289,CleanTech,NaN,,319.0,,,,0
Startup_15290,AI,abc,,97.0,,12.0,422594.0,1
Startup_15291,CleanTech,NaN,,9.0,Germany,2.0,389987.0,1
Startup_15292,Health,1114789,1.0,,Canada,,908143.0,0
Startup_15293,Health,NaN,,,Canada,,391844.0,1
Startup_15294,Health,,,340.0,India,,483346.0,0
Startup_15295,Edtech,320984,16.0,,USA,,,0
Startup_15296,Ecommerce,1034027,,,Canada,10.0,,0
Startup_15297,CleanTech,NaN,8.0,,India,14.0,694147.0,0
Startup_15298,CleanTech,,,40.0,UK,2.0,419233.0,0
Startup_15299,Edtech,NaN,11.0,,India,,,0
Startup_15300,Health,abc,,120.0,Canada,,,0
Startup_15301,AI,abc,14.0,,Germany,,158431.0,1
Startup_15302,CleanTech,,,,Canada,,111470.0,1
Startup_15303,CleanTech,257933,,65.0,UK,13.0,,0
Startup_15304,Health,NaN,3.0,,UK,,62607.0,0
Startup_15305,Edtech,abc,3.0,492.0,USA,,,1
Startup_15306,Health,abc,15.0,393.0,India,,,1
Startup_15307,AI,,12.0,,Canada,,,0
Startup_15308,CleanTech,abc,8.0,282.0,India,,,1
Startup_15309,Health,1865642,18.0,23.0,Canada,11.0,,0
Startup_15310,CleanTech,1907904,,,Canada,,865052.0,1
Startup_15311,Health,,1.0,,,,584258.0,0
Startup_15312,CleanTech,1095158,,315.0,Canada,,594536.0,1
Startup_15313,Ecommerce,NaN,11.0,338.0,Germany,14.0,,1
Startup_15314,Ecommerce,,1.0,,UK,9.0,,1
Startup_15315,Fintech,NaN,,,USA,3.0,,1
Startup_15316,AI,618865,17.0,,USA,,907225.0,1
Startup_15317,AI,NaN,,,USA,,541372.0,1
Startup_15318,Health,301879,,,,,,0
Startup_15319,Fintech,,6.0,396.0,,,,1
Startup_15320,Fintech,NaN,,116.0,USA,,,1
Startup_15321,Ecommerce,574893,,21.0,India,,205734.0,1
Startup_15322,Fintech,623717,10.0,350.0,UK,,,1
Startup_15323,Edtech,1323883,4.0,,UK,,419752.0,1
Startup_15324,AI,,,,,5.0,,0
Startup_15325,Edtech,NaN,2.0,,Canada,,269578.0,0
Startup_15326,Edtech,,,157.0,UK,,,0
Startup_15327,CleanTech,,,103.0,India,9.0,569167.0,1
Startup_15328,Fintech,NaN,,439.0,Germany,6.0,830700.0,1
Startup_15329,Health,,8.0,,India,,107720.0,0
Startup_15330,CleanTech,NaN,9.0,412.0,Germany,12.0,,1
Startup_15331,Fintech,abc,17.0,109.0,Germany,,,1
Startup_15332,Edtech,1747413,9.0,,USA,8.0,,0
Startup_15333,Edtech,NaN,11.0,,India,,774093.0,1
Startup_15334,Health,abc,,,India,13.0,540285.0,0
Startup_15335,Edtech,NaN,,,Canada,5.0,614135.0,0
Startup_15336,CleanTech,,,297.0,UK,,393716.0,1
Startup_15337,Edtech,abc,,,UK,,658882.0,1
Startup_15338,Fintech,abc,,,Germany,1.0,,1
Startup_15339,Health,504215,9.0,,Canada,4.0,979135.0,1
Startup_15340,Fintech,265126,7.0,,,,934759.0,1
Startup_15341,Edtech,NaN,14.0,,,,,1
Startup_15342,CleanTech,NaN,8.0,,India,11.0,,0
Startup_15343,Edtech,NaN,16.0,,Canada,13.0,,1
Startup_15344,Edtech,abc,15.0,58.0,UK,,,1
Startup_15345,CleanTech,,18.0,124.0,Canada,,,0
Startup_15346,Fintech,,,275.0,UK,,208547.0,1
Startup_15347,Edtech,abc,6.0,,Germany,7.0,,1
Startup_15348,Fintech,abc,,446.0,,,,1
Startup_15349,Edtech,abc,,270.0,Germany,,,0
Startup_15350,Ecommerce,NaN,5.0,469.0,Germany,2.0,432063.0,1
Startup_15351,Ecommerce,abc,,,India,1.0,,0
Startup_15352,Edtech,abc,2.0,,USA,,,1
Startup_15353,CleanTech,1752772,,,Canada,14.0,,0
Startup_15354,AI,abc,,,,,756125.0,1
Startup_15355,AI,,,423.0,Canada,,576720.0,1
Startup_15356,Health,1648518,9.0,,Canada,,,0
Startup_15357,Health,,,52.0,India,,,0
Startup_15358,Health,1847716,13.0,280.0,Germany,9.0,,0
Startup_15359,Edtech,1956339,14.0,,India,,,0
Startup_15360,AI,abc,,35.0,UK,6.0,,0
Startup_15361,Ecommerce,NaN,,248.0,,,431101.0,0
Startup_15362,CleanTech,abc,,,,,157668.0,0
Startup_15363,AI,1482073,,181.0,Canada,,326107.0,0
Startup_15364,AI,NaN,,46.0,Canada,12.0,,1
Startup_15365,AI,NaN,14.0,,USA,,111388.0,1
Startup_15366,Fintech,NaN,,,India,8.0,,0
Startup_15367,CleanTech,,6.0,,India,,,0
Startup_15368,Edtech,abc,9.0,306.0,Germany,,630341.0,0
Startup_15369,Fintech,abc,,,,,,0
Startup_15370,Health,abc,5.0,,India,,581386.0,1
Startup_15371,Health,abc,,193.0,,,328908.0,0
Startup_15372,Ecommerce,NaN,16.0,379.0,,,,0
Startup_15373,Fintech,,14.0,105.0,Germany,10.0,277993.0,1
Startup_15374,AI,NaN,,,Canada,,,1
Startup_15375,Health,709683,15.0,399.0,,9.0,949806.0,0
Startup_15376,Ecommerce,NaN,2.0,320.0,Canada,9.0,,0
Startup_15377,Fintech,NaN,,328.0,UK,5.0,,1
Startup_15378,Edtech,abc,2.0,,Canada,10.0,291645.0,1
Startup_15379,AI,,,177.0,Canada,7.0,,1
Startup_15380,CleanTech,NaN,,,USA,,,0
Startup_15381,AI,,,278.0,Germany,12.0,859336.0,0
Startup_15382,Ecommerce,NaN,13.0,,UK,,,1
Startup_15383,Health,abc,2.0,,,,781285.0,1
Startup_15384,Health,,3.0,314.0,UK,,118083.0,0
Startup_15385,AI,NaN,,474.0,UK,7.0,,0
Startup_15386,Fintech,abc,,,Germany,,84933.0,0
Startup_15387,Edtech,NaN,8.0,,Canada,,821235.0,0
Startup_15388,Fintech,909428,8.0,338.0,UK,,687768.0,1
Startup_15389,AI,1069800,,442.0,Germany,,,0
Startup_15390,AI,abc,15.0,191.0,UK,,,1
Startup_15391,Health,abc,,216.0,Germany,12.0,381448.0,1
Startup_15392,Ecommerce,,8.0,,,,,0
Startup_15393,Health,,,,Germany,10.0,974468.0,0
Startup_15394,AI,abc,2.0,,UK,7.0,231641.0,1
Startup_15395,Fintech,NaN,,349.0,Germany,,,0
Startup_15396,AI,NaN,15.0,,Canada,3.0,,0
Startup_15397,AI,,15.0,41.0,UK,9.0,,0
Startup_15398,AI,NaN,7.0,328.0,,7.0,465792.0,1
Startup_15399,Ecommerce,,15.0,,UK,,635266.0,1
Startup_15400,CleanTech,414388,,180.0,UK,7.0,745752.0,0
Startup_15401,Ecommerce,,,211.0,USA,,774483.0,1
Startup_15402,AI,abc,,428.0,USA,1.0,,1
Startup_15403,CleanTech,,13.0,71.0,Germany,,,1
Startup_15404,Fintech,abc,,22.0,,,,1
Startup_15405,Edtech,NaN,7.0,192.0,UK,14.0,,1
Startup_15406,Ecommerce,,,67.0,India,,824183.0,0
Startup_15407,CleanTech,837018,7.0,,,8.0,,1
Startup_15408,Ecommerce,abc,,229.0,USA,,,1
Startup_15409,AI,NaN,,,India,,35218.0,0
Startup_15410,AI,NaN,,418.0,Germany,,,1
Startup_15411,Health,442253,1.0,254.0,India,,,0
Startup_15412,CleanTech,,11.0,,India,11.0,,0
Startup_15413,CleanTech,,,,Germany,,,0
Startup_15414,Edtech,abc,,,,12.0,,0
Startup_15415,Fintech,968720,,,UK,,,1
Startup_15416,AI,,,65.0,Germany,8.0,913109.0,0
Startup_15417,CleanTech,,,433.0,India,,,1
Startup_15418,CleanTech,1528794,11.0,258.0,USA,6.0,,0
Startup_15419,Ecommerce,,,430.0,Germany,,967336.0,0
Startup_15420,CleanTech,abc,,,Germany,,118872.0,0
Startup_15421,Edtech,abc,,,Germany,4.0,378685.0,1
Startup_15422,Edtech,abc,8.0,58.0,Germany,,344999.0,0
Startup_15423,Edtech,,2.0,,Canada,,864812.0,1
Startup_15424,Health,abc,13.0,,,8.0,230893.0,1
Startup_15425,AI,abc,10.0,,Canada,,62273.0,1
Startup_15426,Ecommerce,,19.0,,USA,4.0,322371.0,0
Startup_15427,CleanTech,abc,11.0,135.0,UK,,,1
Startup_15428,CleanTech,,,274.0,India,,449313.0,1
Startup_15429,CleanTech,NaN,1.0,,Canada,10.0,,1
Startup_15430,Ecommerce,abc,12.0,,,,,1
Startup_15431,AI,NaN,,,USA,6.0,,1
Startup_15432,CleanTech,NaN,19.0,,Germany,,49535.0,1
Startup_15433,AI,,19.0,158.0,Germany,,,1
Startup_15434,Ecommerce,1304848,15.0,47.0,Canada,,,0
Startup_15435,Ecommerce,1684769,19.0,436.0,Germany,,833570.0,1
Startup_15436,Fintech,1412065,13.0,,Germany,,,1
Startup_15437,Fintech,NaN,,,,,745719.0,1
Startup_15438,Ecommerce,1328539,18.0,,India,,,1
Startup_15439,Ecommerce,,17.0,283.0,USA,,442475.0,1
Startup_15440,AI,NaN,,,UK,6.0,355598.0,1
Startup_15441,Health,507115,,227.0,India,4.0,,0
Startup_15442,CleanTech,abc,,,Germany,,283116.0,0
Startup_15443,Fintech,abc,,,,,,0
Startup_15444,CleanTech,NaN,,,Canada,5.0,,0
Startup_15445,Edtech,NaN,,,UK,,,1
Startup_15446,AI,abc,13.0,457.0,USA,,,1
Startup_15447,CleanTech,NaN,,426.0,Canada,11.0,475907.0,1
Startup_15448,Health,1385169,6.0,337.0,Germany,13.0,,1
Startup_15449,CleanTech,abc,8.0,,Canada,5.0,239509.0,1
Startup_15450,AI,NaN,18.0,,Canada,2.0,772007.0,0
Startup_15451,Ecommerce,abc,2.0,,India,7.0,,0
Startup_15452,AI,1490687,,78.0,India,10.0,496892.0,0
Startup_15453,Edtech,,,472.0,,,228250.0,0
Startup_15454,CleanTech,,,414.0,USA,,319032.0,0
Startup_15455,Fintech,NaN,12.0,94.0,Canada,6.0,285088.0,0
Startup_15456,Fintech,abc,,,,,,0
Startup_15457,AI,abc,,135.0,India,6.0,586994.0,1
Startup_15458,Ecommerce,657380,,,USA,,,0
Startup_15459,AI,abc,,,UK,7.0,,1
Startup_15460,Ecommerce,NaN,19.0,,USA,1.0,,1
Startup_15461,Health,NaN,15.0,280.0,UK,,779494.0,0
Startup_15462,CleanTech,1947399,,,India,,,0
Startup_15463,Health,,,83.0,Germany,,,0
Startup_15464,Fintech,,5.0,,Germany,,358649.0,0
Startup_15465,AI,abc,,,USA,,,0
Startup_15466,Ecommerce,abc,,463.0,,14.0,,0
Startup_15467,CleanTech,,10.0,291.0,India,4.0,,1
Startup_15468,CleanTech,NaN,12.0,12.0,India,,197896.0,1
Startup_15469,Fintech,abc,,124.0,Germany,,325968.0,1
Startup_15470,CleanTech,1199450,2.0,,,,93012.0,0
Startup_15471,Health,NaN,19.0,210.0,UK,7.0,943227.0,0
Startup_15472,Ecommerce,abc,,360.0,,,,0
Startup_15473,CleanTech,abc,,131.0,,5.0,,1
Startup_15474,Fintech,,8.0,,Germany,8.0,,1
Startup_15475,Health,1225264,9.0,434.0,Germany,,938922.0,0
Startup_15476,Fintech,abc,4.0,,Germany,10.0,865561.0,1
Startup_15477,Health,1701983,7.0,,India,1.0,,0
Startup_15478,CleanTech,abc,,,UK,10.0,598815.0,1
Startup_15479,Fintech,1281323,19.0,,USA,,681010.0,1
Startup_15480,Health,753075,,151.0,USA,,,0
Startup_15481,Fintech,,19.0,,UK,14.0,,0
Startup_15482,CleanTech,,,115.0,Canada,12.0,628843.0,1
Startup_15483,Health,NaN,,,Germany,2.0,,1
Startup_15484,Edtech,abc,17.0,174.0,,3.0,828814.0,0
Startup_15485,Health,abc,,,UK,7.0,140786.0,1
Startup_15486,Health,,8.0,,India,5.0,,1
Startup_15487,Edtech,1538481,,,USA,4.0,,1
Startup_15488,CleanTech,abc,,,,7.0,,1
Startup_15489,Ecommerce,abc,,,USA,10.0,,1
Startup_15490,Ecommerce,,8.0,,USA,,682858.0,1
Startup_15491,Ecommerce,435387,,,,7.0,137535.0,0
Startup_15492,Edtech,NaN,4.0,369.0,UK,5.0,811770.0,1
Startup_15493,CleanTech,,10.0,,UK,11.0,189771.0,0
Startup_15494,Fintech,,,,Canada,,233083.0,0
Startup_15495,Health,,10.0,116.0,Germany,12.0,,0
Startup_15496,Edtech,1360016,,,India,,,0
Startup_15497,CleanTech,abc,6.0,211.0,UK,,391927.0,0
Startup_15498,Health,,,467.0,USA,,835146.0,0
Startup_15499,CleanTech,abc,14.0,351.0,,14.0,873288.0,1
Startup_15500,CleanTech,abc,,,India,,,1
Startup_15501,AI,,5.0,261.0,India,,,1
Startup_15502,Health,,,,Canada,14.0,731066.0,0
Startup_15503,Fintech,NaN,,22.0,USA,,496395.0,0
Startup_15504,CleanTech,NaN,18.0,,India,,808986.0,0
Startup_15505,AI,abc,,191.0,USA,9.0,,0
Startup_15506,AI,,19.0,,Germany,,,0
Startup_15507,AI,abc,,318.0,India,,,0
Startup_15508,Edtech,abc,,,Germany,,,0
Startup_15509,Fintech,,,268.0,USA,9.0,,0
Startup_15510,CleanTech,,19.0,,,,,0
Startup_15511,CleanTech,,8.0,,Canada,7.0,32897.0,1
Startup_15512,Health,NaN,5.0,310.0,,,,1
Startup_15513,Ecommerce,NaN,,113.0,USA,7.0,,1
Startup_15514,AI,NaN,12.0,,India,6.0,,1
Startup_15515,Health,abc,11.0,,,,,0
Startup_15516,Ecommerce,abc,,,Germany,13.0,,1
Startup_15517,Health,NaN,5.0,481.0,UK,,,0
Startup_15518,CleanTech,abc,,,UK,11.0,321188.0,1
Startup_15519,Edtech,abc,,,USA,6.0,,1
Startup_15520,Edtech,1443393,4.0,,USA,9.0,724899.0,0
Startup_15521,Ecommerce,abc,1.0,351.0,Germany,6.0,743642.0,1
Startup_15522,CleanTech,abc,,,Canada,3.0,,1
Startup_15523,Fintech,abc,14.0,,,8.0,,0
Startup_15524,Health,,,392.0,,,,0
Startup_15525,AI,,,,Germany,9.0,,0
Startup_15526,CleanTech,538563,,424.0,USA,,344264.0,0
Startup_15527,AI,abc,10.0,,Germany,14.0,889557.0,1
Startup_15528,AI,,,,USA,3.0,767556.0,0
Startup_15529,Ecommerce,1133834,11.0,,Germany,,,1
Startup_15530,Fintech,abc,8.0,,Canada,11.0,674028.0,0
Startup_15531,Ecommerce,996109,12.0,486.0,Germany,1.0,124301.0,1
Startup_15532,Health,NaN,8.0,,,5.0,651073.0,1
Startup_15533,Health,,4.0,392.0,,,349268.0,1
Startup_15534,AI,abc,,297.0,UK,4.0,,0
Startup_15535,Fintech,1409438,,373.0,,6.0,,1
Startup_15536,Fintech,879017,,,UK,,658372.0,1
Startup_15537,Fintech,979562,13.0,411.0,India,,703362.0,1
Startup_15538,Health,,5.0,144.0,Canada,6.0,,1
Startup_15539,Edtech,NaN,,,,,,1
Startup_15540,Health,1070249,12.0,486.0,USA,14.0,84385.0,0
Startup_15541,Edtech,1812613,8.0,421.0,Germany,14.0,,1
Startup_15542,CleanTech,abc,13.0,,Canada,13.0,830971.0,0
Startup_15543,AI,,,,USA,12.0,,1
Startup_15544,Ecommerce,abc,4.0,110.0,,,,0
Startup_15545,AI,abc,,417.0,USA,8.0,986164.0,0
Startup_15546,Ecommerce,,,338.0,Germany,2.0,,1
Startup_15547,Edtech,abc,,164.0,,,730261.0,0
Startup_15548,Ecommerce,471143,12.0,473.0,Germany,,353395.0,1
Startup_15549,CleanTech,,2.0,,,1.0,318327.0,1
Startup_15550,Health,,15.0,65.0,Canada,1.0,636289.0,0
Startup_15551,Fintech,1390020,8.0,494.0,UK,,,0
Startup_15552,Fintech,1954538,9.0,,UK,,,1
Startup_15553,AI,1825882,3.0,286.0,India,,,1
Startup_15554,AI,1144070,7.0,,USA,,610501.0,0
Startup_15555,Health,NaN,,,India,3.0,,1
Startup_15556,Fintech,586692,,464.0,USA,1.0,,0
Startup_15557,Ecommerce,,16.0,,,2.0,573731.0,0
Startup_15558,Health,abc,,329.0,Canada,12.0,,1
Startup_15559,Edtech,NaN,,,USA,,564345.0,0
Startup_15560,Edtech,,6.0,71.0,Canada,,,0
Startup_15561,Health,NaN,,,Germany,9.0,,0
Startup_15562,Edtech,,,,Germany,,,1
Startup_15563,CleanTech,NaN,5.0,,,,,0
